Date,Date,bitcoin_cash_MAvg_Close,bitcoin_MAvg_Close,bitconnect_MAvg_Close,dash_MAvg_Close,ethereum_MAvg_Close,ethereum_classic_MAvg_Close,iota_MAvg_Close,litecoin_MAvg_Close,monero_MAvg_Close,nem_MAvg_Close,neo_MAvg_Close,numeraire_MAvg_Close,omisego_MAvg_Close,qtum_MAvg_Close,ripple_MAvg_Close,stratis_MAvg_Close,waves_MAvg_Close
"Jul 11, 2017",11/07/17,,2409.6,56,178.6,218.3,15.5,0.2,47.2,40.7,0.1,6.1,24.4,,5.5,0.2,3.4,3.1
"Jul 12, 2017",12/07/17,,2369.7,55.8,173.3,214.5,16.7,0.2,46.9,39.2,0.1,6,25.2,,5.3,0.2,3.5,2.8
"Jul 13, 2017",13/07/17,,2364.8,57,172.3,212.6,17.7,0.2,46.8,38.6,0.1,6.1,26.1,,5.2,0.2,3.7,2.8
"Jul 14, 2017",14/07/17,,2330,57.1,170.7,213.4,18.6,0.2,46,38,0.1,6.2,26.9,0,5.1,0.2,3.8,2.8
"Jul 15, 2017",15/07/17,,2196.7,52.6,157.5,193.4,16.9,0.2,42.7,35.3,0.1,5.6,23,0,4.5,0.2,3.4,2.5
"Jul 16, 2017",16/07/17,,2054,49.4,144.6,175.9,15.5,0.2,40.9,32.3,0.1,5.2,19.9,0.5,4.1,0.2,3.1,2.1
"Jul 17, 2017",17/07/17,,2052.4,49.4,142.2,173.8,14.8,0.2,40.8,32.1,0.1,5.3,19.7,0.5,4.1,0.2,3.3,2.2
"Jul 18, 2017",18/07/17,,2159,53.9,148.2,195.1,15.4,0.2,42.6,33.5,0.1,5.6,21.8,0.6,4.5,0.2,3.6,2.4
"Jul 19, 2017",19/07/17,,2273.6,56.8,155.9,209.2,15.6,0.3,42.6,35.4,0.1,5.9,25.4,0.6,5.1,0.2,4,2.7
"Jul 20, 2017",20/07/17,,2470,61.6,167.4,220.5,15.8,0.3,43.4,37.2,0.1,6.4,29.7,0.7,6.1,0.2,4.5,2.9
"Jul 21, 2017",21/07/17,,2586.3,64.5,176.7,215.1,15.7,0.3,43.9,38.6,0.1,6.8,32.6,0.7,7,0.2,5.2,3
"Jul 22, 2017",22/07/17,,2765.2,68.1,189.9,225,16.2,0.3,45.8,41.8,0.2,7.8,35.4,0.8,7.6,0.2,6.1,3.5
